% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principle axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=911874, Sat Oct  9 03:11:20 2021
1 6 0.10682752072252831 0.10682752072252831 0.10682752072252831 0.10682752072252831 0.9450780281423706 1.0520587059297253
2 12 0.10682752072252831 0.10682752072252831 0.10682752072252831 0.10682752072252831 0.9450780281423706 1.0520587059297253
3 18 -0.1635839360220252 -0.1635839360220252 -0.1635839360220252 -0.1635839360220252 0.9145578516299419 1.078695478817829
4 24 -0.1635839360220252 -0.1635839360220252 -0.1635839360220252 -0.1635839360220252 0.9145578516299419 1.078695478817829
5 30 -0.17212333162552432 -0.17212333162552432 -0.17212333162552432 -0.17212333162552432 0.9098772820410869 1.082646448119387
6 36 -0.17212333162552432 -0.17212333162552432 -0.17212333162552432 -0.17212333162552432 0.9098772820410869 1.082646448119387
7 42 -0.4015021001938427 -0.4015021001938427 -0.4015021001938427 -0.4015021001938427 0.7736264601254 1.1838505396348995
8 48 -0.4015021001938427 -0.4015021001938427 -0.4015021001938427 -0.4015021001938427 0.7736264601254 1.1838505396348995
9 54 -0.3633791204233844 -0.3633791204233844 -0.3633791204233844 -0.3633791204233844 0.7978852546429315 1.1676382660838862
10 60 -0.3633791204233844 -0.3633791204233844 -0.3633791204233844 -0.3633791204233844 0.7978852546429315 1.1676382660838862
11 66 -0.4367857920642436 -0.4367857920642436 -0.4367857920642436 -0.4367857920642436 0.7504759875810527 1.1986599985251212
12 72 -0.4367857920642436 -0.4367857920642436 -0.4367857920642436 -0.4367857920642436 0.7504759875810527 1.1986599985251212
13 78 -0.1334287151311178 -0.1334287151311178 -0.1334287151311178 -0.1334287151311178 0.9308981065986126 1.0646260917012684
14 84 -0.1334287151311178 -0.1334287151311178 -0.1334287151311178 -0.1334287151311178 0.9308981065986126 1.0646260917012684
15 90 -0.7293749399076255 -0.7293749399076255 -0.7293749399076255 -0.7293749399076255 0.5202163589242218 1.3150570101359202
16 96 -0.7293749399076255 -0.7293749399076255 -0.7293749399076255 -0.7293749399076255 0.5202163589242218 1.3150570101359202
17 102 -0.7922039916951453 -0.7922039916951453 -0.7922039916951453 -0.7922039916951453 0.45584647448988214 1.338732233008209
18 108 -0.7922039916951453 -0.7922039916951453 -0.7922039916951453 -0.7922039916951453 0.45584647448988214 1.338732233008209
19 114 -0.7243397869931634 -0.7243397869931634 -0.7243397869931634 -0.7243397869931634 0.5250335351259351 1.3131411908066715
20 120 -0.7243397869931634 -0.7243397869931634 -0.7243397869931634 -0.7243397869931634 0.5250335351259351 1.3131411908066715
21 126 -0.7456001620249639 -0.7456001620249639 -0.7456001620249639 -0.7456001620249639 0.5043806478990209 1.3212116265099108
22 132 -0.7456001620249639 -0.7456001620249639 -0.7456001620249639 -0.7456001620249639 0.5043806478990209 1.3212116265099108
23 138 -0.7849576788468362 -0.7849576788468362 -0.7849576788468362 -0.7849576788468362 0.4637265586023337 1.336023083201348
24 144 -0.7849576788468362 -0.7849576788468362 -0.7849576788468362 -0.7849576788468362 0.4637265586023337 1.336023083201348
25 150 -0.5977692467684852 -0.5977692467684852 -0.5977692467684852 -0.5977692467684852 0.6342166453440928 1.2640289738643198
