% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=911874, Sat Oct  9 03:11:20 2021, <python>{}</python>
1 6 0.007169672280823015 1.0000250003125026 1.456075 1.4560749530792236e+00 1.5151325 1.615913   
2 12 0.007400004193196895 1.113410797957494 1.4495379 1.4495378732681274e+00 1.4878601 1.5202296   
3 18 0.007587340016891262 1.1953779734659453 1.4263735 1.4263734817504883e+00 1.5129094 1.5970778   
4 24 0.007582553553935934 1.5907056594666735 1.4200629 1.4200628995895386e+00 1.5002458 1.6504265   
5 30 0.005840976467281284 1.4981591339149378 1.4200629 1.4776810407638550e+00 1.4881701 1.4912366   
6 36 0.006054296037269856 1.329167784219134 1.4200629 1.4400285482406616e+00 1.4881701 1.6165682   
7 42 0.005077747644206023 1.4758707941834517 1.4200629 1.4410401582717896e+00 1.5214182 1.599992   
8 48 0.0052795016740399105 1.5431563946126432 1.4200629 1.4400285482406616e+00 1.5217975 1.6060964   
9 54 0.008510226241171778 1.3098176599935851 1.4200629 1.4258040189743042e+00 1.4783646 1.5129094   
10 60 0.014360808559427465 1.4840072104343927 1.4170322 1.4170322418212891e+00 1.4844912 1.5970778   
11 66 0.014955907138714156 1.791043888819703 1.4170322 1.4446719884872437e+00 1.5151325 1.615913   
12 72 0.014086829985072201 1.743995875545344 1.4170322 1.4170322418212891e+00 1.4881701 1.4934882   
13 78 0.013537949344930607 1.5266874824392396 1.4170322 1.4544945955276489e+00 1.5202217 1.6060964   
14 84 0.017842412490960226 1.6695347626037285 1.4170322 1.4170322418212891e+00 1.4881701 1.5259368   
15 90 0.022922362303352654 1.888065469326731 1.4170322 1.4279062747955322e+00 1.4912366 1.5259368   
16 96 0.023700390280416248 2.653525850217702 1.4170322 1.4342150688171387e+00 1.5031736 1.521501   
17 102 0.0198366698736468 2.5252445410701707 1.4170322 1.4446719884872437e+00 1.5193785 1.5319849   
18 108 0.014615952433707665 3.0417152022646827 1.4170322 1.4386821985244751e+00 1.5002458 1.5922422   
19 114 0.012608245703151262 2.687380855411884 1.4170322 1.4446719884872437e+00 1.5203279 1.5313239   
20 120 0.010348942482363939 2.5018309570477255 1.4170322 1.4446719884872437e+00 1.4993021 1.6504265   
21 126 0.00818871095022683 2.3334941309911015 1.4170322 1.4446719884872437e+00 1.4920686 1.5259368   
22 132 0.008079434588040137 2.681332823755828 1.4170322 1.4200628995895386e+00 1.4739517 1.5085303   
23 138 0.008277379589574554 3.041141428634947 1.4170322 1.4358719587326050e+00 1.5139189 1.5564435   
24 144 0.009614878573898606 3.0632661351108434 1.4170322 1.4410401582717896e+00 1.4993994 1.615913   
25 150 0.008570613279361266 2.58620263134962 1.4170322 1.4410401582717896e+00 1.4783646 1.558313   
26 156 0.009295499498088597 2.4587950151930804 1.4170322 1.4446719884872437e+00 1.5002458 1.5199958   
27 162 0.008155048507627296 3.7788469925483628 1.4170322 1.4734790325164795e+00 1.5085303 1.521501   
28 168 0.0089009989911248 3.4709035519940583 1.4170322 1.4446719884872437e+00 1.4934882 1.527694   
29 174 0.014851219417695854 4.6399678716808195 1.4170322 1.4258040189743042e+00 1.5031736 1.5240469   
30 180 0.016397149348064688 5.72401170810896 1.4170322 1.4289441108703613e+00 1.4920686 1.5204942   
31 186 0.018512568073168766 6.312300445914535 1.4170322 1.4354788064956665e+00 1.4881701 1.5217975   
32 192 0.018036322277466526 5.409020039437297 1.4170322 1.4258638620376587e+00 1.5202296 1.5970778   
33 198 0.023109457212989556 5.5611907802517235 1.4170322 1.4289441108703613e+00 1.4881701 1.5541044   
34 204 0.031835405647415924 8.223273485651301 1.4170322 1.4530653953552246e+00 1.4993994 1.6060964   
35 210 0.04823390667051673 11.58008423267114 1.4170322 1.4170322418212891e+00 1.4786552 1.5202217   
36 216 0.05122405363568993 15.485221177260849 1.4170322 1.4446719884872437e+00 1.5178319 1.5202296   
37 222 0.04070503123934978 12.512344827649649 1.4170322 1.4842524528503418e+00 1.5202296 1.5400851   
38 228 0.03485271883651597 15.265117160876065 1.4170322 1.4410401582717896e+00 1.4839703 1.5863715   
39 234 0.03331481517230833 18.356732607251246 1.4170322 1.4263734817504883e+00 1.4934882 1.5204942   
40 240 0.03274402034104899 21.847464276897675 1.4049684 1.4049683809280396e+00 1.4912366 1.4993021   
41 246 0.02497274663925264 24.503709408969755 1.4049684 1.4446719884872437e+00 1.497162 1.5313239   
42 252 0.028484026248610277 29.2441987911287 1.4049684 1.4707487821578979e+00 1.4881701 1.5085303   
43 258 0.027124110262957624 24.76060993227921 1.4049684 1.4263734817504883e+00 1.4881701 1.5113465   
44 264 0.030649697577032325 20.542305095810445 1.4049684 1.4279062747955322e+00 1.4912366 1.5564435   
45 270 0.03285370876140181 23.065685253825354 1.4049684 1.4429907798767090e+00 1.4987856 1.5204942   
46 276 0.024799081742578756 18.42904159484624 1.4049684 1.4258638620376587e+00 1.4878601 1.5063184   
47 282 0.024527205210455677 17.324617277968255 1.4049684 1.4743000268936157e+00 1.516532 1.615913   
48 288 0.01974576250053792 23.51286303790644 1.4049684 1.4381800889968872e+00 1.5113465 1.6504265   
49 294 0.014058215687050544 25.59754490989116 1.4049684 1.4776810407638550e+00 1.5204942 1.5855995   
50 300 0.010440866428906452 23.820501552874088 1.4049684 1.4446719884872437e+00 1.4993021 1.5855995   
51 306 0.00911037443688957 22.74302057759042 1.4049684 1.4342150688171387e+00 1.4878601 1.5223432   
52 312 0.010177954246010314 21.361366054505936 1.4049684 1.4247118234634399e+00 1.5129094 1.6165682   
53 318 0.007396222166877161 16.383495160702548 1.4049684 1.4247118234634399e+00 1.4842525 1.5203279   
54 324 0.0067120340496335945 18.766843224047705 1.4049684 1.4258040189743042e+00 1.4739517 1.4945707   
55 330 0.007764282143527632 19.42763048199477 1.4049684 1.4181705713272095e+00 1.473479 1.5129797   
56 336 0.007275059437334293 14.242365234438306 1.4049684 1.4247118234634399e+00 1.472921 1.4945707   
